sample	TAL1	MEIS1	RUNX1	NPM1	FLT3	MPO	SPI1	ELANE	IDH1	KIT	GATA1	KLF1	DNMT3A	CSF3R	GATA2	IDH2	SOD1	cell_type
Naive CD8+ T-cell.2	6.31194283916	5.42560021609	11.1921565948	13.127720053	5.39255472868	6.0451329144	5.30084344278	5.66722837863	10.6680131604	5.95847474549	6.03157713948	5.03980653899	6.58489180735	5.2849801139	5.68500388151	8.03392451849	11.1564949668	Naive CD8+ T-cell
Naive CD8+ T-cell.3	5.84414000052	5.07042292422	11.4272900122	13.2861626952	5.50817529362	5.97982724919	5.20469237249	5.47173867179	10.008692675	5.94642204745	5.48941084493	5.67519836109	6.8584935411	5.44101445778	6.27315568209	8.2491311428	11.3238404087	Naive CD8+ T-cell
Naive CD8+ T-cell.4	5.97210690327	5.59923369963	11.6040551727	13.2447300373	5.49831678741	5.59074133753	5.0890328868	5.07920357627	9.88000255881	5.55423370237	5.46184945907	5.31327049522	6.86234054347	5.19568330135	5.64352850338	8.13700690531	11.4704497139	Naive CD8+ T-cell
Naive CD8+ T-cell.5	6.48478448263	5.38985165517	11.4691555345	13.2686108707	5.3382345325	5.74509047192	5.59801783943	5.30530887308	9.58190728126	5.88788992988	5.33905526769	6.49976006988	6.38717019635	5.06433967891	6.27251970786	7.8958432892	11.4903976031	Naive CD8+ T-cell
Naive CD8+ T-cell.6	6.67585594547	5.59361502353	11.0530427801	13.3003906532	5.51262543841	5.38873352872	5.78775506665	5.17975431404	10.2657681993	5.48922473732	5.26162215598	6.35234829357	7.15515359588	5.18330076876	5.77451531205	8.17524919677	11.0663293532	Naive CD8+ T-cell
Plasmacytoid DC	7.82123895782	6.72024141656	10.5636288843	11.8911215474	8.55195433125	6.18859248332	6.23437433814	5.54782847539	11.2491519299	6.74107119445	5.36276055418	6.70518661451	5.48418702	5.29372300811	6.36039663914	7.24027986812	10.6923576698	Plasmacytoid DC
Plasmacytoid DC.1	6.59595109101	5.82034990577	9.98363123166	12.769411097	8.07586489435	5.42625341182	6.4844864349	5.40109415323	10.8022376811	6.26222208163	5.8210133199	8.65898133305	6.11339701981	5.51092180208	5.88256944007	6.66137793464	9.56245508251	Plasmacytoid DC
Plasmacytoid DC.2	6.47215480244	5.69691200327	9.30116912892	12.1614760515	7.23601541883	5.08177222269	6.51146708394	5.35859742762	10.3096987037	5.94322998163	5.5058012213	8.60388964181	5.71765338703	5.17399278399	5.98421120302	5.83570928537	8.42063298157	Plasmacytoid DC
Plasmacytoid DC.3	7.45998557713	6.06390740073	10.1108556404	12.5497759794	8.37694109209	5.66260494311	6.33270727419	5.49878142611	10.1543647765	5.88182634884	5.77129541865	6.97834334379	5.61575169518	5.11919314825	9.14620149575	7.34819514946	10.0315531655	Plasmacytoid DC
Plasmacytoid DC.4	7.67687207117	6.21555137113	7.95656210819	12.6746545186	6.64594049602	5.52175856725	7.47424775885	5.91305185937	9.44874604368	5.57548953176	5.8198345322	8.45237247885	6.63447247904	6.22539182978	5.79210723172	5.13854201374	7.70698665085	Plasmacytoid DC
Pro B-cell	8.55787885655	6.42127167182	10.1915074595	11.9091719464	5.46208355862	6.03936757724	6.20679526346	5.96699983807	9.60834643712	6.38606660903	5.35284784753	6.80222745367	7.11045894509	5.28440548088	5.99167860258	8.34025479246	10.2964519278	Pro B-cell
Pro B-cell.1	8.25963195454	5.87304535868	9.59733460309	12.1316099686	5.6748559264	5.5876995867	7.26964643826	5.85177534101	9.81246002091	5.85096329172	5.32213255135	6.76770856876	6.01344322652	5.22001083491	6.01403169027	7.41501232226	9.49375779218	Pro B-cell
Pro B-cell.2	8.27503946718	8.08433249072	6.9429065982	11.9254778231	5.7194958017	6.43828485521	7.98801312301	5.80504872467	9.83107863663	6.74995923582	5.75830970351	7.28478508988	6.07099200371	5.59346351119	6.61582252043	7.90841757209	7.30402978031	Pro B-cell
Pro B-cell.3	8.3427548229	5.92857883161	9.55110108012	11.4993678908	5.69285348318	6.56550815006	6.52508780571	5.86929084033	8.72625478289	5.88613978311	5.48044329551	8.52236726354	5.9229955918	5.64006238158	5.86383279898	6.40694438028	9.2970231758	Pro B-cell
Pro B-cell.4	11.2210981777	6.54174980576	10.6165218815	12.2458923909	5.75470663044	10.4115358906	7.71619413287	8.63632993275	9.6435634581	6.61448365062	5.33245677572	9.41204756972	5.94078533301	5.59152542055	6.55881851235	7.56916960191	10.1484388338	Pro B-cell
